Time,CO₂(ppm),Temperature(C),Humidity(%),Pressure(hPa)
11/03/2021 11:18:46,"473","26,7","62","901"
11/03/2021 11:19:46,"518","26,7","62","901"
11/03/2021 11:20:46,"483","26,7","62","901"
11/03/2021 11:21:46,"490","26,8","62","901"
11/03/2021 11:22:46,"478","26,8","62","901"
11/03/2021 11:23:46,"494","26,8","62","901"
11/03/2021 11:24:46,"494","26,8","62","901"
11/03/2021 11:25:46,"507","26,8","62","901"
11/03/2021 11:26:46,"489","26,9","62","901"
11/03/2021 11:27:46,"489","26,9","62","901"
11/03/2021 11:28:46,"482","26,9","62","901"
11/03/2021 11:29:46,"485","26,9","61","901"
11/03/2021 11:30:46,"503","26,9","61","901"
11/03/2021 11:31:46,"485","27,0","61","901"
11/03/2021 11:32:46,"475","26,9","61","901"
11/03/2021 11:33:46,"465","27,0","61","901"
11/03/2021 11:34:46,"491","26,9","61","901"
11/03/2021 11:35:46,"458","26,9","59","901"
11/03/2021 11:36:46,"461","26,9","60","901"
11/03/2021 11:37:46,"469","26,8","60","901"
11/03/2021 11:38:46,"481","26,9","60","900"
11/03/2021 11:39:46,"460","26,9","60","900"
11/03/2021 11:40:46,"469","26,9","60","900"
11/03/2021 11:41:46,"467","26,9","60","900"
11/03/2021 11:42:46,"472","26,9","60","900"
11/03/2021 11:43:46,"471","26,9","60","900"
11/03/2021 11:44:46,"463","26,9","60","900"
11/03/2021 11:45:46,"475","26,9","60","900"
11/03/2021 11:46:46,"454","26,9","60","900"
11/03/2021 11:47:46,"458","26,9","60","900"
11/03/2021 11:48:46,"452","26,9","60","900"
11/03/2021 11:49:46,"469","26,9","60","900"
11/03/2021 11:50:46,"456","26,9","60","900"
11/03/2021 11:51:46,"464","26,9","60","900"
11/03/2021 11:52:46,"463","26,9","60","900"
11/03/2021 11:53:46,"463","27,0","60","900"
11/03/2021 11:54:46,"481","26,9","60","900"
11/03/2021 11:55:46,"456","27,0","60","900"
11/03/2021 11:56:46,"471","26,9","60","900"
11/03/2021 11:57:46,"463","26,9","60","900"
11/03/2021 11:58:46,"455","26,9","60","900"
11/03/2021 11:59:46,"456","27,0","60","900"
11/03/2021 12:00:46,"451","27,0","60","900"
11/03/2021 12:01:46,"459","27,0","60","900"
11/03/2021 12:02:46,"463","27,0","60","900"
11/03/2021 12:03:46,"451","27,0","60","900"
11/03/2021 12:04:46,"461","27,0","59","900"
11/03/2021 12:05:46,"453","27,0","60","900"
11/03/2021 12:06:46,"480","27,0","60","900"
11/03/2021 12:07:46,"469","27,0","60","900"
11/03/2021 12:08:46,"463","27,0","60","900"
11/03/2021 12:09:46,"463","27,0","60","900"
11/03/2021 12:10:46,"451","27,1","60","900"
11/03/2021 12:11:46,"449","27,1","60","900"
11/03/2021 12:12:46,"461","27,1","60","900"
11/03/2021 12:13:46,"470","27,1","60","900"
11/03/2021 12:14:46,"480","27,1","60","900"
11/03/2021 12:15:46,"447","27,1","60","900"
11/03/2021 12:16:46,"445","27,1","59","900"
11/03/2021 12:17:46,"443","27,1","59","900"
11/03/2021 12:18:46,"463","27,2","59","900"
11/03/2021 12:19:46,"454","27,2","59","900"
11/03/2021 12:20:46,"463","27,2","59","900"
11/03/2021 12:21:46,"458","27,2","59","900"
11/03/2021 12:22:46,"460","27,2","58","900"
11/03/2021 12:23:46,"451","27,2","58","900"
11/03/2021 12:24:46,"471","27,2","58","900"
11/03/2021 12:25:46,"455","27,3","58","900"
11/03/2021 12:26:46,"452","27,3","58","900"
11/03/2021 12:27:46,"456","27,4","58","900"
11/03/2021 12:28:46,"449","27,3","58","900"
11/03/2021 12:29:46,"456","27,4","58","900"
11/03/2021 12:30:46,"465","27,4","58","900"
11/03/2021 12:31:46,"472","27,4","58","900"
11/03/2021 12:32:46,"449","27,5","58","900"
11/03/2021 12:33:46,"463","27,5","58","900"
11/03/2021 12:34:46,"458","27,5","58","899"
11/03/2021 12:35:46,"443","27,5","58","900"
11/03/2021 12:36:46,"455","27,5","58","899"
11/03/2021 12:37:46,"456","27,5","58","899"
11/03/2021 12:38:46,"445","27,5","58","899"
11/03/2021 12:39:46,"470","27,5","58","899"
11/03/2021 12:40:46,"455","27,5","58","900"
11/03/2021 12:41:46,"456","27,5","58","900"
11/03/2021 12:42:46,"450","27,5","58","900"
11/03/2021 12:43:46,"454","27,5","58","899"
11/03/2021 12:44:46,"453","27,5","58","899"
11/03/2021 12:45:46,"455","27,5","57","900"
11/03/2021 12:46:46,"447","27,6","58","900"
11/03/2021 12:47:46,"453","27,6","58","899"
11/03/2021 12:48:46,"470","27,6","57","899"
11/03/2021 12:49:46,"474","27,7","57","899"
11/03/2021 12:50:46,"495","27,8","57","899"
11/03/2021 12:51:46,"473","27,8","57","899"
11/03/2021 12:52:46,"489","27,8","57","899"
11/03/2021 12:53:46,"479","27,8","57","899"
11/03/2021 12:54:46,"488","27,8","57","899"
11/03/2021 12:55:46,"474","27,8","57","899"
11/03/2021 12:56:46,"474","27,8","57","899"
11/03/2021 12:57:46,"487","27,9","57","899"
11/03/2021 12:58:46,"499","27,9","57","899"
11/03/2021 12:59:46,"485","27,9","57","899"
11/03/2021 13:00:46,"487","28,0","57","899"
11/03/2021 13:01:46,"489","28,0","57","899"
11/03/2021 13:02:46,"501","28,0","57","899"
11/03/2021 13:03:46,"494","28,0","57","899"
11/03/2021 13:04:46,"479","28,0","57","899"
11/03/2021 13:05:46,"494","28,0","57","899"
11/03/2021 13:06:46,"508","28,0","57","899"
11/03/2021 13:07:46,"484","28,0","57","899"
11/03/2021 13:08:46,"453","28,0","56","899"
11/03/2021 13:09:46,"473","28,0","57","899"
11/03/2021 13:10:46,"483","28,0","57","899"
11/03/2021 13:11:46,"495","28,0","57","899"
11/03/2021 13:12:46,"495","28,0","57","899"
11/03/2021 13:13:46,"480","28,0","57","899"
11/03/2021 13:14:46,"493","28,0","57","899"
11/03/2021 13:15:46,"488","28,0","57","899"
11/03/2021 13:16:46,"502","28,0","57","899"
11/03/2021 13:17:46,"493","28,1","57","899"
11/03/2021 13:18:46,"484","28,1","57","899"
11/03/2021 13:19:46,"517","28,1","57","899"
11/03/2021 13:20:46,"548","28,1","57","899"
11/03/2021 13:21:46,"534","28,1","57","899"
11/03/2021 13:22:46,"513","28,1","56","899"
11/03/2021 13:23:46,"509","28,1","56","899"
11/03/2021 13:24:46,"538","28,1","56","899"
11/03/2021 13:25:46,"500","28,0","56","899"
11/03/2021 13:26:46,"503","28,1","56","899"
11/03/2021 13:27:46,"528","28,0","56","899"
11/03/2021 13:28:46,"527","28,0","56","899"
11/03/2021 13:29:46,"518","28,1","56","899"
11/03/2021 13:30:46,"522","28,1","56","899"
11/03/2021 13:31:46,"524","28,1","56","899"
11/03/2021 13:32:46,"537","28,1","56","899"
11/03/2021 13:33:46,"521","28,1","56","899"
11/03/2021 13:34:46,"546","28,1","57","899"
11/03/2021 13:35:46,"552","28,1","57","899"
11/03/2021 13:36:46,"543","28,1","56","899"
11/03/2021 13:37:46,"533","28,1","57","899"
11/03/2021 13:38:46,"527","28,1","57","899"
11/03/2021 13:39:46,"546","28,1","57","899"
11/03/2021 13:40:46,"523","28,1","57","899"
11/03/2021 13:41:46,"498","28,1","57","899"
11/03/2021 13:42:46,"485","28,1","57","899"
11/03/2021 13:43:46,"492","28,1","57","899"
11/03/2021 13:44:46,"480","28,0","57","899"
11/03/2021 13:45:46,"485","28,0","57","899"
11/03/2021 13:46:46,"458","28,0","57","899"
11/03/2021 13:47:46,"481","28,0","57","899"
11/03/2021 13:48:46,"477","28,0","57","899"
11/03/2021 13:49:46,"491","28,0","57","899"
11/03/2021 13:50:46,"474","28,0","57","899"
11/03/2021 13:51:46,"453","28,0","57","898"
11/03/2021 13:52:46,"465","28,0","57","899"
11/03/2021 13:53:46,"468","28,0","57","899"
11/03/2021 13:54:46,"452","28,0","57","898"
11/03/2021 13:55:46,"463","28,0","57","898"
11/03/2021 13:56:46,"434","28,0","57","898"
11/03/2021 13:57:46,"469","28,0","57","898"
11/03/2021 13:58:46,"458","28,0","57","898"
11/03/2021 13:59:46,"462","28,0","57","898"
11/03/2021 14:00:46,"488","28,0","57","898"
11/03/2021 14:01:46,"469","28,0","57","898"
11/03/2021 14:02:46,"474","28,0","57","898"
11/03/2021 14:03:46,"491","28,0","57","898"
11/03/2021 14:04:46,"482","28,0","57","898"
11/03/2021 14:05:46,"466","28,1","57","898"
11/03/2021 14:06:46,"476","28,1","57","898"
11/03/2021 14:07:46,"466","28,1","57","898"
11/03/2021 14:08:46,"474","28,1","57","898"
11/03/2021 14:09:46,"462","28,1","57","898"
11/03/2021 14:10:46,"445","28,1","57","898"
11/03/2021 14:11:46,"467","28,1","57","898"
11/03/2021 14:12:46,"451","28,1","57","898"
11/03/2021 14:13:46,"457","28,2","57","898"
11/03/2021 14:14:46,"467","28,2","57","898"
11/03/2021 14:15:46,"450","28,2","56","898"
11/03/2021 14:16:46,"451","28,2","56","898"
11/03/2021 14:17:46,"471","28,2","56","898"
11/03/2021 14:18:46,"438","28,2","56","898"
11/03/2021 14:19:46,"466","28,2","56","898"
11/03/2021 14:20:46,"462","28,3","56","898"
11/03/2021 14:21:46,"457","28,3","56","898"
11/03/2021 14:22:46,"438","28,3","56","898"
11/03/2021 14:23:46,"468","28,3","56","898"
11/03/2021 14:24:46,"451","28,3","56","898"
11/03/2021 14:25:46,"443","28,3","56","898"
11/03/2021 14:26:46,"439","28,3","56","898"
11/03/2021 14:27:46,"449","28,2","56","898"
11/03/2021 14:28:46,"442","28,2","56","898"
11/03/2021 14:29:46,"441","28,2","56","898"
11/03/2021 14:30:46,"468","28,2","56","898"
11/03/2021 14:31:46,"476","28,3","56","898"
11/03/2021 14:32:46,"476","28,3","56","898"
11/03/2021 14:33:46,"474","28,3","56","898"
11/03/2021 14:34:46,"461","28,3","56","898"
11/03/2021 14:35:46,"471","28,4","56","898"
11/03/2021 14:36:46,"462","28,4","56","898"
11/03/2021 14:37:46,"484","28,4","56","898"
11/03/2021 14:38:46,"478","28,4","56","898"
11/03/2021 14:39:46,"460","28,4","56","898"
11/03/2021 14:40:46,"473","28,4","56","898"
11/03/2021 14:41:46,"464","28,5","56","898"
11/03/2021 14:42:46,"472","28,5","56","898"
11/03/2021 14:43:46,"458","28,4","56","898"
11/03/2021 14:44:46,"461","28,4","56","898"
11/03/2021 14:45:46,"482","28,4","56","898"
11/03/2021 14:46:46,"476","28,5","56","898"
11/03/2021 14:47:46,"471","28,5","56","898"
11/03/2021 14:48:46,"469","28,5","56","898"
11/03/2021 14:49:46,"467","28,5","56","898"
11/03/2021 14:50:46,"447","28,5","56","898"
11/03/2021 14:51:46,"463","28,4","56","898"
11/03/2021 14:52:46,"464","28,4","56","898"
11/03/2021 14:53:46,"463","28,4","56","898"
11/03/2021 14:54:46,"459","28,4","56","898"
11/03/2021 14:55:46,"464","28,4","56","898"
11/03/2021 14:56:46,"464","28,4","56","898"
11/03/2021 14:57:46,"461","28,4","56","898"
11/03/2021 14:58:46,"466","28,4","55","898"
11/03/2021 14:59:46,"472","28,4","55","898"
11/03/2021 15:00:46,"470","28,4","55","898"
11/03/2021 15:01:46,"460","28,4","56","898"
11/03/2021 15:02:46,"464","28,4","56","898"
11/03/2021 15:03:46,"458","28,4","56","898"
11/03/2021 15:04:46,"464","28,4","56","898"
11/03/2021 15:05:46,"470","28,4","56","898"
11/03/2021 15:06:46,"464","28,4","56","897"
11/03/2021 15:07:46,"451","28,4","56","897"
11/03/2021 15:08:46,"458","28,4","56","897"
11/03/2021 15:09:46,"449","28,4","56","897"
11/03/2021 15:10:46,"463","28,4","56","897"
11/03/2021 15:11:46,"464","28,4","56","897"
11/03/2021 15:12:46,"451","28,4","56","897"
11/03/2021 15:13:46,"476","28,5","56","897"
11/03/2021 15:14:46,"462","28,5","56","897"
11/03/2021 15:15:46,"452","28,5","56","898"
11/03/2021 15:16:46,"454","28,5","56","897"
11/03/2021 15:17:46,"469","28,5","56","897"
11/03/2021 15:18:46,"468","28,5","56","897"
11/03/2021 15:19:46,"453","28,5","56","897"
11/03/2021 15:20:46,"466","28,5","56","897"
11/03/2021 15:21:46,"475","28,5","56","897"
11/03/2021 15:22:46,"488","28,5","56","897"
11/03/2021 15:23:46,"481","28,5","56","897"
11/03/2021 15:24:46,"516","28,5","56","897"
11/03/2021 15:25:46,"485","28,5","56","897"
11/03/2021 15:26:46,"468","28,6","56","897"
11/03/2021 15:27:46,"475","28,5","56","897"
11/03/2021 15:28:46,"479","28,5","56","897"
11/03/2021 15:29:46,"479","28,5","56","897"
11/03/2021 15:30:46,"476","28,5","56","897"
11/03/2021 15:31:46,"476","28,5","56","897"
11/03/2021 15:32:46,"452","28,5","56","897"
11/03/2021 15:33:46,"460","28,5","56","897"
11/03/2021 15:34:46,"465","28,5","56","897"
11/03/2021 15:35:46,"447","28,5","56","897"
11/03/2021 15:36:46,"451","28,5","56","897"
11/03/2021 15:37:46,"465","28,5","56","897"
11/03/2021 15:38:46,"450","28,5","56","897"
11/03/2021 15:39:46,"456","28,5","56","897"
11/03/2021 15:40:46,"450","28,5","56","897"
11/03/2021 15:41:46,"473","28,5","56","897"
11/03/2021 15:42:46,"464","28,5","56","897"
11/03/2021 15:43:46,"448","28,6","56","897"
11/03/2021 15:44:46,"463","28,5","56","897"
11/03/2021 15:45:46,"458","28,5","56","897"
11/03/2021 15:46:46,"451","28,5","56","897"
11/03/2021 15:47:46,"458","28,5","56","897"
11/03/2021 15:48:46,"456","28,5","56","897"
11/03/2021 15:49:46,"458","28,5","56","897"
11/03/2021 15:50:46,"451","28,5","56","897"
11/03/2021 15:51:46,"448","28,5","56","897"
11/03/2021 15:52:46,"457","28,5","56","897"
11/03/2021 15:53:46,"448","28,4","56","897"
11/03/2021 15:54:46,"446","28,4","56","897"
11/03/2021 15:55:46,"440","28,3","56","897"
11/03/2021 15:56:46,"458","28,4","56","897"
11/03/2021 15:57:46,"453","28,4","56","897"
11/03/2021 15:58:46,"468","28,4","56","897"
11/03/2021 15:59:46,"454","28,4","56","897"
11/03/2021 16:00:46,"447","28,3","56","897"
11/03/2021 16:01:46,"454","28,3","56","897"
11/03/2021 16:02:46,"455","28,4","56","897"
11/03/2021 16:03:46,"454","28,4","56","897"
11/03/2021 16:04:46,"442","28,4","56","897"
11/03/2021 16:05:46,"463","28,4","56","897"
11/03/2021 16:06:46,"449","28,4","56","897"
11/03/2021 16:07:46,"447","28,4","57","897"
11/03/2021 16:08:46,"445","28,3","57","897"
11/03/2021 16:09:46,"455","28,3","57","897"
11/03/2021 16:10:46,"459","28,3","57","897"
11/03/2021 16:11:46,"426","28,2","57","898"
11/03/2021 16:12:46,"465","28,2","57","898"
11/03/2021 16:13:46,"464","28,2","57","898"
11/03/2021 16:14:46,"455","28,2","57","898"
11/03/2021 16:15:46,"463","28,2","57","897"
11/03/2021 16:16:46,"457","28,2","57","897"
11/03/2021 16:17:46,"463","28,1","57","898"
11/03/2021 16:18:46,"453","28,1","57","897"
11/03/2021 16:19:46,"464","28,1","57","898"
11/03/2021 16:20:46,"447","28,1","57","898"
11/03/2021 16:21:46,"437","28,1","57","898"
11/03/2021 16:22:46,"457","28,1","57","898"
11/03/2021 16:23:46,"445","28,1","57","898"
11/03/2021 16:24:46,"434","28,1","57","898"
11/03/2021 16:25:46,"455","28,1","57","897"
11/03/2021 16:26:46,"469","28,2","57","898"
11/03/2021 16:27:46,"489","28,1","57","898"
11/03/2021 16:28:46,"478","28,1","57","898"
11/03/2021 16:29:46,"488","28,1","57","898"
11/03/2021 16:30:46,"488","28,1","57","898"
11/03/2021 16:31:46,"488","28,2","57","898"
11/03/2021 16:32:46,"477","28,1","57","898"
11/03/2021 16:33:46,"488","28,2","57","898"
11/03/2021 16:34:46,"470","28,1","57","898"
11/03/2021 16:35:46,"463","28,2","57","898"
11/03/2021 16:36:46,"493","28,2","57","898"
11/03/2021 16:37:46,"464","28,1","57","898"
11/03/2021 16:38:46,"480","28,2","57","898"
11/03/2021 16:39:46,"466","28,2","57","898"
11/03/2021 16:40:46,"483","28,1","57","898"
11/03/2021 16:41:46,"478","28,1","57","898"
11/03/2021 16:42:46,"477","28,1","57","898"
11/03/2021 16:43:46,"459","28,1","56","898"
11/03/2021 16:44:46,"458","28,1","56","898"
11/03/2021 16:45:46,"460","28,1","56","898"
11/03/2021 16:46:46,"446","28,1","56","898"
11/03/2021 16:47:46,"450","28,1","56","898"
11/03/2021 16:48:46,"435","28,0","56","898"
11/03/2021 16:49:46,"447","28,0","56","898"
11/03/2021 16:50:46,"435","28,0","56","898"
11/03/2021 16:51:46,"436","28,0","56","898"
11/03/2021 16:52:46,"431","28,0","56","898"
11/03/2021 16:53:46,"469","28,0","56","898"
11/03/2021 16:54:46,"476","28,0","56","898"
11/03/2021 16:55:46,"460","28,0","56","898"
11/03/2021 16:56:46,"470","28,0","56","898"
11/03/2021 16:57:46,"466","28,0","56","898"
11/03/2021 16:58:46,"467","27,9","56","898"
11/03/2021 16:59:46,"456","27,9","56","898"
11/03/2021 17:00:46,"452","27,9","56","898"
11/03/2021 17:01:46,"455","27,9","56","898"
11/03/2021 17:02:46,"459","27,9","56","898"
11/03/2021 17:03:46,"456","27,9","56","898"
11/03/2021 17:04:46,"460","27,9","56","898"
11/03/2021 17:05:46,"456","27,9","56","898"
11/03/2021 17:06:46,"458","27,9","56","898"
11/03/2021 17:07:46,"455","27,9","56","898"
11/03/2021 17:08:46,"469","27,8","56","898"
11/03/2021 17:09:46,"456","27,8","56","898"
11/03/2021 17:10:46,"462","27,9","56","898"
11/03/2021 17:11:46,"460","27,8","56","898"
11/03/2021 17:12:46,"477","27,9","56","898"
11/03/2021 17:13:46,"485","27,9","56","898"
11/03/2021 17:14:46,"468","27,9","56","898"
11/03/2021 17:15:46,"489","27,9","56","898"
11/03/2021 17:16:46,"487","27,9","56","898"
11/03/2021 17:17:46,"475","27,8","56","898"
11/03/2021 17:18:46,"485","27,9","56","898"
11/03/2021 17:19:46,"489","27,8","56","898"
11/03/2021 17:20:46,"481","27,8","56","898"
11/03/2021 17:21:46,"479","27,8","57","898"
11/03/2021 17:22:46,"477","27,8","57","898"
11/03/2021 17:23:46,"473","27,8","57","898"
11/03/2021 17:24:46,"475","27,8","57","898"
11/03/2021 17:25:46,"493","27,8","57","898"
11/03/2021 17:26:46,"478","27,8","57","898"
11/03/2021 17:27:46,"489","27,8","57","898"
11/03/2021 17:28:46,"483","27,8","57","898"
11/03/2021 17:29:46,"497","27,7","57","898"
11/03/2021 17:30:46,"493","27,7","57","898"
11/03/2021 17:31:46,"496","27,7","57","898"
11/03/2021 17:32:46,"483","27,7","57","898"
11/03/2021 17:33:46,"462","27,7","57","898"
11/03/2021 17:34:46,"484","27,6","57","898"
11/03/2021 17:35:46,"494","27,6","57","898"
11/03/2021 17:36:46,"497","27,6","57","898"
11/03/2021 17:37:46,"494","27,6","57","898"
11/03/2021 17:38:46,"490","27,6","57","898"
11/03/2021 17:39:46,"495","27,6","57","898"
11/03/2021 17:40:46,"491","27,6","57","898"
11/03/2021 17:41:46,"480","27,6","57","898"
11/03/2021 17:42:46,"483","27,6","57","898"
11/03/2021 17:43:46,"499","27,6","57","898"
11/03/2021 17:44:46,"476","27,6","57","898"
11/03/2021 17:45:46,"491","27,6","57","898"
11/03/2021 17:46:46,"493","27,6","57","898"
11/03/2021 17:47:46,"495","27,6","57","898"
11/03/2021 17:48:46,"505","27,6","57","898"
11/03/2021 17:49:46,"490","27,6","57","898"
11/03/2021 17:50:46,"485","27,6","57","898"
11/03/2021 17:51:46,"479","27,6","57","898"
11/03/2021 17:52:46,"489","27,6","57","898"
11/03/2021 17:53:46,"484","27,6","57","898"
11/03/2021 17:54:46,"489","27,6","57","898"
11/03/2021 17:55:46,"483","27,6","57","898"
11/03/2021 17:56:46,"484","27,6","57","898"
11/03/2021 17:57:46,"486","27,6","57","898"
11/03/2021 17:58:46,"485","27,6","57","898"
11/03/2021 17:59:46,"509","27,6","57","898"
11/03/2021 18:00:46,"494","27,6","57","898"
11/03/2021 18:01:46,"489","27,6","57","898"
11/03/2021 18:02:46,"500","27,6","57","898"
11/03/2021 18:03:46,"541","27,6","58","898"
11/03/2021 18:04:46,"554","27,6","58","898"
11/03/2021 18:05:46,"589","27,6","58","898"
11/03/2021 18:06:46,"608","27,6","58","898"
11/03/2021 18:07:46,"616","27,6","58","898"
11/03/2021 18:08:46,"662","27,6","58","898"
11/03/2021 18:09:46,"654","27,7","58","898"
11/03/2021 18:10:46,"610","27,7","58","898"
11/03/2021 18:11:46,"588","27,7","58","898"
11/03/2021 18:12:46,"590","27,7","58","898"
11/03/2021 18:13:46,"611","27,7","58","898"
11/03/2021 18:14:46,"624","27,6","58","898"
11/03/2021 18:15:46,"595","27,6","58","898"
11/03/2021 18:16:46,"584","27,6","58","898"
11/03/2021 18:17:46,"587","27,6","58","898"
11/03/2021 18:18:46,"559","27,6","58","898"
11/03/2021 18:19:46,"547","27,6","57","898"
11/03/2021 18:20:46,"527","27,5","57","898"
11/03/2021 18:21:46,"527","27,5","57","898"
11/03/2021 18:22:46,"503","27,5","57","898"
11/03/2021 18:23:46,"520","27,5","57","898"
11/03/2021 18:24:46,"521","27,5","57","898"
11/03/2021 18:25:46,"513","27,5","57","898"
11/03/2021 18:26:46,"495","27,5","57","898"
11/03/2021 18:27:46,"514","27,5","57","898"
11/03/2021 18:28:46,"504","27,5","57","898"
11/03/2021 18:29:46,"494","27,5","57","898"
11/03/2021 18:30:46,"498","27,4","56","898"
11/03/2021 18:31:46,"504","27,5","56","898"
11/03/2021 18:32:46,"500","27,5","56","898"
11/03/2021 18:33:46,"492","27,4","55","898"
11/03/2021 18:34:46,"502","27,4","56","898"
11/03/2021 18:35:46,"502","27,4","56","898"
11/03/2021 18:36:46,"524","27,4","56","898"
11/03/2021 18:37:46,"524","27,4","56","898"
11/03/2021 18:38:46,"515","27,4","56","898"
11/03/2021 18:39:46,"515","27,4","56","898"
11/03/2021 18:40:46,"526","27,4","56","898"
11/03/2021 18:41:46,"512","27,4","56","898"
11/03/2021 18:42:46,"516","27,4","56","898"
11/03/2021 18:43:46,"524","27,4","56","898"
11/03/2021 18:44:46,"508","27,4","56","898"
11/03/2021 18:45:46,"510","27,3","56","898"
11/03/2021 18:46:46,"496","27,2","56","898"
11/03/2021 18:47:46,"495","27,2","56","898"
11/03/2021 18:48:46,"517","27,2","56","898"
11/03/2021 18:49:46,"528","27,2","56","898"
11/03/2021 18:50:46,"532","27,2","56","898"
11/03/2021 18:51:46,"498","27,2","56","898"
11/03/2021 18:52:46,"510","27,2","56","898"
11/03/2021 18:53:46,"508","27,2","56","898"
11/03/2021 18:54:46,"507","27,2","56","898"
11/03/2021 18:55:46,"488","27,2","56","898"
11/03/2021 18:56:46,"498","27,2","56","898"
11/03/2021 18:57:46,"476","27,2","56","899"
11/03/2021 18:58:46,"487","27,1","56","899"
11/03/2021 18:59:46,"474","27,1","56","899"
11/03/2021 19:00:46,"481","27,1","56","899"
11/03/2021 19:01:46,"480","27,1","56","899"
11/03/2021 19:02:46,"479","27,1","56","899"
11/03/2021 19:03:46,"477","27,1","56","899"
11/03/2021 19:04:46,"474","27,1","55","899"
11/03/2021 19:05:46,"458","27,1","55","899"
11/03/2021 19:06:46,"459","27,0","55","899"
11/03/2021 19:07:46,"447","27,0","56","899"
11/03/2021 19:08:46,"446","27,0","56","899"
11/03/2021 19:09:46,"445","27,0","56","899"
11/03/2021 19:10:46,"442","27,0","56","899"
11/03/2021 19:11:46,"460","27,0","56","899"
11/03/2021 19:12:46,"439","27,0","56","899"
11/03/2021 19:13:46,"480","27,0","56","899"
11/03/2021 19:14:46,"483","27,0","56","899"
11/03/2021 19:15:46,"469","27,0","56","899"
11/03/2021 19:16:46,"452","27,0","56","899"
11/03/2021 19:17:46,"460","26,9","55","899"
11/03/2021 19:18:46,"463","27,0","55","899"
11/03/2021 19:19:46,"447","27,0","55","899"
11/03/2021 19:20:46,"451","27,0","55","899"
11/03/2021 19:21:46,"471","27,0","56","899"
11/03/2021 19:22:46,"458","27,0","56","899"
11/03/2021 19:23:46,"493","27,0","56","899"
11/03/2021 19:24:46,"489","27,0","56","899"
11/03/2021 19:25:46,"497","27,0","56","899"
11/03/2021 19:26:46,"464","27,0","56","899"
11/03/2021 19:27:46,"458","27,0","55","899"
11/03/2021 19:28:46,"480","27,0","56","899"
11/03/2021 19:29:46,"474","27,0","55","899"
11/03/2021 19:30:46,"470","27,0","56","899"
11/03/2021 19:31:46,"494","27,0","56","899"
11/03/2021 19:32:46,"496","27,0","56","899"
11/03/2021 19:33:46,"499","27,0","56","899"
11/03/2021 19:34:46,"513","27,0","56","899"
11/03/2021 19:35:46,"499","27,0","56","899"
11/03/2021 19:36:46,"528","27,0","56","899"
11/03/2021 19:37:46,"536","27,0","56","899"
