Time,CO₂(ppm),Temperature(C),Humidity(%),Pressure(hPa)
2/03/2021 5:39:17 p. m.,"450","29,5","50","914"
2/03/2021 5:40:17 p. m.,"471","29,5","50","914"
2/03/2021 5:41:17 p. m.,"467","29,5","50","914"
2/03/2021 5:42:17 p. m.,"493","29,5","50","914"
2/03/2021 5:43:17 p. m.,"494","29,5","50","914"
2/03/2021 5:44:17 p. m.,"462","29,5","50","914"
2/03/2021 5:45:17 p. m.,"462","29,5","50","914"
2/03/2021 5:46:17 p. m.,"470","29,5","50","914"
2/03/2021 5:47:17 p. m.,"498","29,5","50","914"
2/03/2021 5:48:17 p. m.,"501","29,5","50","914"
2/03/2021 5:49:17 p. m.,"474","29,5","50","914"
2/03/2021 5:50:17 p. m.,"451","29,6","50","914"
2/03/2021 5:51:17 p. m.,"480","29,5","50","914"
2/03/2021 5:52:17 p. m.,"473","29,5","50","914"
2/03/2021 5:53:17 p. m.,"461","29,5","50","914"
2/03/2021 5:54:17 p. m.,"467","29,5","50","914"
2/03/2021 5:55:17 p. m.,"479","29,5","50","914"
2/03/2021 5:56:17 p. m.,"465","29,5","50","914"
2/03/2021 5:57:17 p. m.,"473","29,5","50","914"
2/03/2021 5:58:17 p. m.,"463","29,5","50","914"
2/03/2021 5:59:17 p. m.,"482","29,5","50","914"
2/03/2021 6:00:17 p. m.,"485","29,5","50","914"
2/03/2021 6:01:17 p. m.,"460","29,5","50","914"
2/03/2021 6:02:17 p. m.,"479","29,5","50","914"
2/03/2021 6:03:17 p. m.,"510","29,5","51","914"
2/03/2021 6:04:17 p. m.,"468","29,5","50","914"
2/03/2021 6:05:17 p. m.,"472","29,5","51","914"
2/03/2021 6:06:17 p. m.,"474","29,5","51","914"
2/03/2021 6:07:17 p. m.,"456","29,5","51","914"
2/03/2021 6:08:17 p. m.,"474","29,5","51","914"
2/03/2021 6:09:17 p. m.,"514","29,5","51","914"
2/03/2021 6:10:17 p. m.,"476","29,5","51","914"
2/03/2021 6:11:17 p. m.,"461","29,5","51","914"
2/03/2021 6:12:17 p. m.,"469","29,5","51","914"
2/03/2021 6:13:17 p. m.,"442","29,5","51","914"
2/03/2021 6:14:17 p. m.,"450","29,5","51","915"
2/03/2021 6:15:17 p. m.,"408","29,4","51","914"
2/03/2021 6:16:17 p. m.,"479","29,4","51","914"
2/03/2021 6:17:17 p. m.,"443","29,4","51","914"
2/03/2021 6:18:17 p. m.,"489","29,4","51","915"
2/03/2021 6:19:17 p. m.,"484","29,4","51","914"
2/03/2021 6:20:17 p. m.,"482","29,4","51","914"
2/03/2021 6:21:17 p. m.,"474","29,4","51","915"
2/03/2021 6:22:17 p. m.,"496","29,4","51","915"
2/03/2021 6:23:17 p. m.,"495","29,4","51","915"
2/03/2021 6:24:17 p. m.,"515","29,4","51","915"
2/03/2021 6:25:17 p. m.,"492","29,5","51","914"
2/03/2021 6:26:17 p. m.,"464","29,4","51","915"
2/03/2021 6:27:17 p. m.,"500","29,4","51","915"
2/03/2021 6:28:17 p. m.,"466","29,4","51","915"
2/03/2021 6:29:17 p. m.,"491","29,5","51","915"
2/03/2021 6:30:17 p. m.,"482","29,5","51","915"
2/03/2021 6:31:17 p. m.,"495","29,5","51","915"
2/03/2021 6:32:17 p. m.,"482","29,5","51","915"
2/03/2021 6:33:17 p. m.,"490","29,5","51","915"
2/03/2021 6:34:17 p. m.,"490","29,5","51","915"
2/03/2021 6:35:17 p. m.,"490","29,5","51","915"
2/03/2021 6:36:17 p. m.,"487","29,5","51","915"
2/03/2021 6:37:17 p. m.,"481","29,5","51","915"
2/03/2021 6:38:17 p. m.,"493","29,5","51","915"
2/03/2021 6:39:17 p. m.,"487","29,5","51","915"
2/03/2021 6:40:17 p. m.,"490","29,5","51","915"
2/03/2021 6:41:17 p. m.,"464","29,5","51","915"
2/03/2021 6:42:17 p. m.,"496","29,5","51","915"
2/03/2021 6:43:17 p. m.,"483","29,5","51","915"
2/03/2021 6:44:17 p. m.,"509","29,5","51","915"
2/03/2021 6:45:17 p. m.,"508","29,5","51","915"
2/03/2021 6:46:17 p. m.,"536","29,5","51","915"
2/03/2021 6:47:17 p. m.,"481","29,5","51","915"
2/03/2021 6:48:17 p. m.,"481","29,4","51","915"
2/03/2021 6:49:17 p. m.,"478","29,5","51","915"
2/03/2021 6:50:17 p. m.,"481","29,5","51","915"
2/03/2021 6:51:17 p. m.,"473","29,4","51","915"
2/03/2021 6:52:17 p. m.,"477","29,4","51","915"
2/03/2021 6:53:17 p. m.,"509","29,4","51","915"
2/03/2021 6:54:17 p. m.,"496","29,4","51","915"
2/03/2021 6:55:17 p. m.,"544","29,4","51","915"
2/03/2021 6:56:17 p. m.,"498","29,4","51","915"
2/03/2021 6:57:17 p. m.,"454","29,4","51","915"
2/03/2021 6:58:17 p. m.,"449","29,4","51","915"
2/03/2021 6:59:17 p. m.,"464","29,4","51","915"
2/03/2021 7:00:17 p. m.,"469","29,4","51","915"
2/03/2021 7:01:17 p. m.,"442","29,4","51","915"
2/03/2021 7:02:17 p. m.,"435","29,4","51","915"
2/03/2021 7:03:17 p. m.,"476","29,4","51","915"
2/03/2021 7:04:17 p. m.,"422","29,3","51","915"
2/03/2021 7:05:17 p. m.,"428","29,2","51","915"
2/03/2021 7:06:17 p. m.,"431","29,1","51","915"
2/03/2021 7:07:17 p. m.,"435","29,0","52","915"
2/03/2021 7:08:17 p. m.,"431","29,0","52","915"
2/03/2021 7:09:17 p. m.,"422","28,9","52","915"
2/03/2021 7:10:17 p. m.,"427","28,9","52","915"
2/03/2021 7:11:17 p. m.,"511","28,8","57","915"
2/03/2021 7:12:17 p. m.,"448","28,7","53","916"
2/03/2021 7:13:17 p. m.,"469","28,8","53","916"
2/03/2021 7:14:17 p. m.,"491","28,8","53","916"
2/03/2021 7:15:17 p. m.,"586","28,8","53","916"
2/03/2021 7:16:17 p. m.,"594","28,9","53","916"
2/03/2021 7:17:17 p. m.,"597","28,9","53","916"
2/03/2021 7:18:17 p. m.,"547","29,0","53","916"
2/03/2021 7:19:17 p. m.,"570","29,0","53","916"
2/03/2021 7:20:17 p. m.,"590","29,0","53","916"
2/03/2021 7:21:17 p. m.,"544","29,1","54","916"
2/03/2021 7:22:17 p. m.,"416","29,1","53","915"
2/03/2021 7:23:17 p. m.,"396","29,1","52","915"
2/03/2021 7:24:17 p. m.,"420","29,0","51","916"
2/03/2021 7:25:17 p. m.,"409","28,9","51","916"
2/03/2021 7:26:17 p. m.,"404","28,9","52","915"
2/03/2021 7:27:17 p. m.,"383","28,8","51","916"
2/03/2021 7:28:17 p. m.,"403","28,7","51","916"
2/03/2021 7:29:17 p. m.,"430","28,8","53","916"
2/03/2021 7:30:17 p. m.,"413","28,8","52","916"
2/03/2021 7:31:17 p. m.,"393","28,9","53","916"
2/03/2021 7:32:17 p. m.,"437","28,9","52","915"
2/03/2021 7:33:17 p. m.,"467","29,0","53","915"
2/03/2021 7:34:17 p. m.,"440","29,0","53","915"
2/03/2021 7:35:17 p. m.,"452","29,0","52","915"
2/03/2021 7:36:17 p. m.,"427","29,0","52","915"
2/03/2021 7:37:17 p. m.,"445","29,0","52","915"
2/03/2021 7:38:17 p. m.,"446","28,9","53","915"
2/03/2021 7:39:17 p. m.,"444","28,9","53","915"
2/03/2021 7:40:17 p. m.,"446","28,9","53","916"
2/03/2021 7:41:17 p. m.,"448","28,9","53","916"
2/03/2021 7:42:17 p. m.,"451","28,8","53","916"
2/03/2021 7:43:17 p. m.,"480","28,8","53","916"
2/03/2021 7:44:17 p. m.,"461","28,8","54","916"
2/03/2021 7:45:17 p. m.,"464","28,8","53","916"
2/03/2021 7:46:17 p. m.,"471","28,7","53","916"
2/03/2021 7:47:17 p. m.,"467","28,6","53","916"
2/03/2021 7:48:17 p. m.,"465","28,6","53","916"
2/03/2021 7:49:17 p. m.,"440","28,6","53","916"
2/03/2021 7:50:17 p. m.,"434","28,6","53","916"
2/03/2021 7:51:17 p. m.,"434","28,6","53","916"
2/03/2021 7:52:17 p. m.,"441","28,6","52","916"
2/03/2021 7:53:17 p. m.,"434","28,8","54","916"
2/03/2021 7:54:17 p. m.,"470","28,9","55","916"
2/03/2021 7:55:17 p. m.,"468","28,9","55","916"
2/03/2021 7:56:17 p. m.,"452","29,0","55","916"
2/03/2021 7:57:17 p. m.,"426","29,0","50","916"
2/03/2021 7:58:17 p. m.,"425","28,9","53","916"
2/03/2021 7:59:17 p. m.,"427","28,9","54","916"
2/03/2021 8:00:17 p. m.,"422","28,9","54","916"
2/03/2021 8:01:17 p. m.,"428","28,9","55","916"
2/03/2021 8:02:17 p. m.,"426","29,0","55","916"
2/03/2021 8:03:17 p. m.,"442","29,0","55","916"
2/03/2021 8:04:17 p. m.,"427","29,0","55","916"
2/03/2021 8:05:17 p. m.,"450","29,0","55","916"
2/03/2021 8:06:17 p. m.,"441","29,0","55","916"
2/03/2021 8:07:17 p. m.,"447","29,0","55","916"
2/03/2021 8:08:17 p. m.,"435","29,0","55","916"
2/03/2021 8:09:17 p. m.,"429","29,0","55","916"
2/03/2021 8:10:17 p. m.,"465","29,0","55","916"
2/03/2021 8:11:17 p. m.,"445","29,0","55","916"
2/03/2021 8:12:17 p. m.,"431","29,0","55","916"
2/03/2021 8:13:17 p. m.,"468","29,0","55","916"
2/03/2021 8:14:17 p. m.,"464","28,9","55","916"
2/03/2021 8:15:17 p. m.,"441","28,9","55","916"
2/03/2021 8:16:17 p. m.,"461","28,9","55","916"
2/03/2021 8:17:17 p. m.,"450","28,9","56","916"
2/03/2021 8:18:17 p. m.,"457","29,0","56","916"
2/03/2021 8:19:17 p. m.,"453","29,0","56","916"
2/03/2021 8:20:17 p. m.,"457","29,0","56","916"
2/03/2021 8:21:17 p. m.,"470","29,1","56","916"
2/03/2021 8:22:17 p. m.,"464","29,1","56","917"
2/03/2021 8:23:17 p. m.,"464","29,2","56","918"
2/03/2021 8:24:17 p. m.,"465","29,2","56","918"
2/03/2021 8:25:17 p. m.,"442","29,2","56","918"
2/03/2021 8:26:17 p. m.,"467","29,3","56","916"
2/03/2021 8:27:17 p. m.,"466","29,4","56","912"
2/03/2021 8:28:17 p. m.,"466","29,4","56","910"
2/03/2021 8:29:17 p. m.,"482","29,5","57","910"
2/03/2021 8:30:17 p. m.,"476","29,5","57","908"
2/03/2021 8:31:17 p. m.,"463","29,5","57","906"
2/03/2021 8:32:17 p. m.,"500","29,5","57","905"
2/03/2021 8:33:17 p. m.,"467","29,5","57","904"
2/03/2021 8:34:17 p. m.,"479","29,6","57","904"
2/03/2021 8:35:17 p. m.,"491","29,7","57","903"
2/03/2021 8:36:17 p. m.,"476","29,7","57","902"
2/03/2021 8:37:17 p. m.,"480","29,8","57","902"
2/03/2021 8:38:17 p. m.,"504","29,9","57","902"
2/03/2021 8:39:17 p. m.,"506","29,9","57","902"
2/03/2021 8:40:17 p. m.,"496","29,9","57","902"
2/03/2021 8:41:17 p. m.,"494","29,9","58","902"
2/03/2021 8:42:17 p. m.,"500","29,9","58","902"
2/03/2021 8:43:17 p. m.,"509","29,9","58","902"
2/03/2021 8:44:17 p. m.,"518","29,9","58","902"
2/03/2021 8:45:17 p. m.,"502","29,9","58","902"
2/03/2021 8:46:17 p. m.,"520","29,9","58","902"
2/03/2021 8:47:17 p. m.,"526","29,9","58","902"
2/03/2021 8:48:17 p. m.,"514","30,0","58","902"
2/03/2021 8:49:17 p. m.,"501","29,9","58","902"
2/03/2021 8:50:17 p. m.,"551","29,9","58","902"
2/03/2021 8:51:17 p. m.,"515","29,9","58","902"
2/03/2021 8:52:17 p. m.,"522","29,9","58","902"
2/03/2021 8:53:17 p. m.,"518","29,9","58","902"
2/03/2021 8:54:17 p. m.,"511","29,9","58","902"
2/03/2021 8:55:17 p. m.,"506","30,0","58","902"
2/03/2021 8:56:17 p. m.,"503","29,9","58","902"
2/03/2021 8:57:17 p. m.,"519","29,9","58","902"
2/03/2021 8:58:17 p. m.,"498","29,9","58","902"
2/03/2021 8:59:17 p. m.,"514","29,9","58","902"
2/03/2021 9:00:17 p. m.,"529","29,9","58","902"
2/03/2021 9:01:17 p. m.,"507","29,9","58","902"
2/03/2021 9:02:17 p. m.,"537","29,9","58","902"
2/03/2021 9:03:17 p. m.,"529","29,9","58","902"
2/03/2021 9:04:17 p. m.,"510","29,9","58","902"
2/03/2021 9:05:17 p. m.,"526","29,9","58","902"
2/03/2021 9:06:17 p. m.,"513","29,9","58","902"
2/03/2021 9:07:17 p. m.,"510","29,9","58","902"
2/03/2021 9:08:17 p. m.,"520","29,9","58","902"
2/03/2021 9:09:17 p. m.,"523","29,9","58","902"
2/03/2021 9:10:17 p. m.,"515","29,9","58","902"
2/03/2021 9:11:17 p. m.,"502","29,8","58","902"
2/03/2021 9:12:17 p. m.,"513","29,8","58","902"
2/03/2021 9:13:17 p. m.,"522","29,8","58","902"
2/03/2021 9:14:17 p. m.,"527","29,8","58","902"
2/03/2021 9:15:17 p. m.,"515","29,8","58","902"
2/03/2021 9:16:17 p. m.,"511","29,8","58","902"
2/03/2021 9:17:17 p. m.,"509","29,8","58","902"
2/03/2021 9:18:17 p. m.,"523","29,8","58","902"
2/03/2021 9:19:17 p. m.,"521","29,8","58","902"
2/03/2021 9:20:17 p. m.,"527","29,8","58","902"
2/03/2021 9:21:17 p. m.,"537","29,7","58","902"
2/03/2021 9:22:17 p. m.,"514","29,7","58","902"
2/03/2021 9:23:17 p. m.,"511","29,7","58","903"
2/03/2021 9:24:17 p. m.,"521","29,7","58","902"
2/03/2021 9:25:17 p. m.,"517","29,7","58","903"
2/03/2021 9:26:17 p. m.,"513","29,6","58","903"
2/03/2021 9:27:17 p. m.,"498","29,6","58","903"
2/03/2021 9:28:17 p. m.,"514","29,6","58","903"
2/03/2021 9:29:17 p. m.,"532","29,6","58","903"
2/03/2021 9:30:17 p. m.,"525","29,6","58","903"
2/03/2021 9:31:17 p. m.,"530","29,6","58","903"
2/03/2021 9:32:17 p. m.,"509","29,6","58","903"
2/03/2021 9:33:17 p. m.,"506","29,5","58","903"
2/03/2021 9:34:17 p. m.,"538","29,6","58","903"
2/03/2021 9:35:17 p. m.,"520","29,5","58","903"
2/03/2021 9:36:17 p. m.,"519","29,5","58","903"
2/03/2021 9:37:17 p. m.,"536","29,5","58","903"
2/03/2021 9:38:17 p. m.,"514","29,5","58","903"
2/03/2021 9:39:17 p. m.,"512","29,5","58","903"
2/03/2021 9:40:17 p. m.,"510","29,5","58","903"
2/03/2021 9:41:17 p. m.,"508","29,5","58","903"
2/03/2021 9:42:17 p. m.,"535","29,5","58","903"
2/03/2021 9:43:17 p. m.,"503","29,5","58","903"
2/03/2021 9:44:17 p. m.,"509","29,4","58","903"
2/03/2021 9:45:17 p. m.,"503","29,4","58","903"
2/03/2021 9:46:17 p. m.,"518","29,4","58","903"
2/03/2021 9:47:17 p. m.,"534","29,4","58","903"
2/03/2021 9:48:17 p. m.,"532","29,4","58","903"
2/03/2021 9:49:17 p. m.,"496","29,4","58","903"
2/03/2021 9:50:17 p. m.,"498","29,4","58","903"
2/03/2021 9:51:17 p. m.,"505","29,4","58","903"
2/03/2021 9:52:17 p. m.,"523","29,3","58","903"
2/03/2021 9:53:17 p. m.,"505","29,3","58","903"
2/03/2021 9:54:17 p. m.,"510","29,2","58","903"
2/03/2021 9:55:17 p. m.,"522","29,2","58","903"
2/03/2021 9:56:17 p. m.,"518","29,2","58","903"
2/03/2021 9:57:17 p. m.,"498","29,2","58","903"
2/03/2021 9:58:17 p. m.,"516","29,2","58","903"
2/03/2021 9:59:17 p. m.,"508","29,2","58","903"
2/03/2021 10:00:17 p. m.,"497","29,1","58","903"
2/03/2021 10:01:17 p. m.,"494","29,1","58","903"
2/03/2021 10:02:17 p. m.,"504","29,1","58","903"
2/03/2021 10:03:17 p. m.,"499","29,1","58","903"
2/03/2021 10:04:17 p. m.,"492","29,1","58","903"
2/03/2021 10:05:17 p. m.,"516","29,0","58","903"
2/03/2021 10:06:17 p. m.,"499","29,0","58","903"
2/03/2021 10:07:17 p. m.,"509","29,0","58","903"
2/03/2021 10:08:17 p. m.,"494","29,0","58","903"
2/03/2021 10:09:17 p. m.,"528","29,0","58","903"
2/03/2021 10:10:17 p. m.,"504","29,0","58","903"
2/03/2021 10:11:17 p. m.,"522","29,0","58","903"
2/03/2021 10:12:17 p. m.,"525","29,0","58","903"
2/03/2021 10:13:17 p. m.,"491","28,9","58","903"
2/03/2021 10:14:17 p. m.,"498","28,9","58","903"
2/03/2021 10:15:17 p. m.,"498","28,9","58","903"
2/03/2021 10:16:17 p. m.,"503","28,9","58","903"
2/03/2021 10:17:17 p. m.,"493","28,9","58","903"
2/03/2021 10:18:17 p. m.,"505","28,9","58","903"
2/03/2021 10:19:17 p. m.,"489","28,8","58","903"
2/03/2021 10:20:17 p. m.,"491","28,8","58","903"
2/03/2021 10:21:17 p. m.,"505","28,8","58","903"
2/03/2021 10:22:17 p. m.,"516","28,8","58","903"
2/03/2021 10:23:17 p. m.,"518","28,8","58","903"
2/03/2021 10:24:17 p. m.,"489","28,7","58","903"
2/03/2021 10:25:17 p. m.,"498","28,7","58","903"
2/03/2021 10:26:17 p. m.,"488","28,7","58","903"
2/03/2021 10:27:17 p. m.,"500","28,6","58","903"
2/03/2021 10:28:17 p. m.,"490","28,6","58","903"
2/03/2021 10:29:17 p. m.,"498","28,6","58","903"
2/03/2021 10:30:17 p. m.,"493","28,6","58","903"
2/03/2021 10:31:17 p. m.,"498","28,5","58","903"
2/03/2021 10:32:17 p. m.,"486","28,5","58","903"
2/03/2021 10:33:17 p. m.,"494","28,5","58","903"
2/03/2021 10:34:17 p. m.,"483","28,5","58","903"
2/03/2021 10:35:17 p. m.,"494","28,5","58","903"
